Inventory Type,Sectors Sector,Category Full,Category Label,Source Full,Source Label,Source Units,CY 2005 Consumed,CY 2005 tCO2e (100 yr GWP),CY 2005 Source MMBtu,CY 2005 tCO2e 20 yr GWP,CY 2006 Consumed,CY 2006 tCO2e (100 yr GWP),CY 2006 Source MMBtu,CY 2006 tCO2e 20 yr GWP,CY 2007 Consumed,CY 2007 tCO2e (100 yr GWP),CY 2007 Source MMBtu,CY 2007 tCO2e 20 yr GWP,CY 2008 Consumed,CY 2008 tCO2e (100 yr GWP),CY 2008 Source MMBtu,CY 2008 tCO2e 20 yr GWP,CY 2009 Consumed,CY 2009 tCO2e (100 yr GWP),CY 2009 Source MMBtu,CY 2009 tCO2e 20 yr GWP,CY 2010 Consumed,CY 2010 tCO2e,CY 2010 Source MMBtu,CY 2010 tCO2e 20 yr GWP,CY 2011 Consumed,CY 2011 tCO2e,CY 2011 Source MMBtu,CY 2011 tCO2e 20 yr GWP,CY 2012 Consumed,CY 2012 tCO2e,CY 2012 Source MMBtu,CY 2012 tCO2e 20 yr GWP,CY 2013 Consumed,CY 2013 tCO2e,CY 2013 Source MMBtu,CY 2013 tCO2e 20 yr GWP,CY 2014 Consumed,CY 2014 tCO2e,CY 2014 Source MMBtu,CY 2014 tCO2e 20 yr GWP,CY 2015 Consumed,CY 2015 tCO2e,CY 2015 Source MMBtu,CY 2015 tCO2e 20 yr GWP,CY 2016 Consumed,CY 2016 tCO2e,CY 2016 Source MMBtu,CY 2016 tCO2e 20 yr GWP,CY 2017 Consumed,CY 2017 tCO2e,CY 2017 Source MMBtu,CY 2017 tCO2e 20 yr GWP,CY 2018 Consumed,CY 2018 tCO2e,CY 2018 Source MMBtu,CY 2018 tCO2e 20 yr GWP,CY 2019 Consumed,CY 2019 tCO2e,CY 2019 Source MMBtu,CY 2019 tCO2e 20 yr GWP,CY 2020 Consumed,CY 2020 tCO2e,CY 2020 Source MMBtu,CY 2020 tCO2e 20 yr GWP,CY 2021 Consumed,CY 2021 tCO2e,CY 2021 Source MMBtu,CY 2021 tCO2e 20 yr GWP,CY 2022 Consumed,CY 2022 tCO2e,CY 2022 Source MMBtu,CY 2022 tCO2e 20 yr GWP,2005 - 2022 % change Consumed,2005 - 2022 % change tCO2e,2005 - 2022 % change Source MMBtu,2005 - 2022 % change tCO2e 20 yr GWP
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,146645995.87,1517199.47,20439518.9,1550857.66,123651982.44,1279303.41,17234613.31,1307684.01,142240147.96,1471616.57,19825431.82,1504263.53,131107009.25,1356433.12,18273694.95,1386524.8,146483621.5,1515519.55,20416887.16,1549140.47,141176974.44,1460616.98,19677246.7,1493019.92,138166876.57,1429474.5,19257699.26,1461186.57,125207366.44,1295395.41,17451402.73,1324133.01,160324833.76,1658720.73,22346075.33,1695518.49,122982866.62,1272380.74,17141351.95,1300607.77,160363033.9,1659115.95,22351399.66,1695922.47,122583830.04,1268252.31,17085734.23,1296387.75,105767349.32,1094269,14741853.15,1118544.72,134471590.33,1391243.07,18742650.26,1422106.99,136255620.5,1409700.65,18991308.38,1440974.04,97015873.57,1003726.23,13522072.46,1025993.31,94453737.87,977218.37,13164961.98,998897.39,105948850.49,1096146.81,14767150.78,1120464.19,-27.75,-27.75,-27.75,-27.75
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,77860780.31,856170.38,11481350.66,858081.86,65022633.96,714999.94,9588237.6,716596.24,75099917.57,825811.46,11074233.85,827655.16,64175239.61,705681.84,9463280.83,707257.35,77040974.01,847155.65,11360462.03,849047,76167717.24,837553.17,11231691.58,839423.08,73887257.69,812476.85,10895415.02,814290.78,73319446.2,806233.09,10811685.54,808033.09,87782041.07,965266.25,12944339.78,967421.3,53636327.46,589794.17,7909212.85,591110.95,94126768.83,1035033.95,13879933.33,1037344.76,68898336.48,757617.82,10159748.7,759309.27,73860750.68,812185.37,10891506.3,813998.65,65745104.32,722944.34,9694773.08,724558.39,57086798.88,627736.15,8418019.36,629137.63,37052732.59,407438.15,5463795.95,408347.79,43837331.57,482042.75,6464252.91,483118.96,40549909.74,445893.7,5979489.69,446889.2,-47.92,-47.92,-47.92,-47.92
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,193846082.8,2191711.04,29367681.54,2196578.52,163766139.67,1851613.67,24810570.16,1855725.84,203141455.35,2296808.71,30775930.48,2301909.59,177479668.92,2006665,26888169.84,2011121.52,202597911.87,2290663.16,30693583.65,2295750.39,192084422.87,2171792.92,29100790.06,2176616.16,180323582.12,2038819.57,27319022.69,2043347.49,140702305.15,1590843.58,21316399.23,1594376.61,104423928.76,1180663.93,15820225.21,1183286.01,27329254.41,308996.85,4140382.04,309683.09,12693209.12,143515.13,1923021.18,143833.86,1699774.58,19218.42,257515.85,19261.1,939792.25,10625.71,142378.53,10649.31,4255989.21,48120.13,644782.37,48227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,719495.07,4.73,93016.32,10.36,1490342.87,9.79,192671.53,21.46,1745069.88,11.47,225602.63,25.13,1421342.93,9.34,183751.21,20.47,2148484.42,14.12,277756.07,30.94,1433903.4,9.42,185375.03,20.65,2338460.09,15.36,302316.12,33.67,7018076.62,46.11,907296.95,101.06,10050483.63,66.03,1299326.52,144.73,6760601.49,44.42,874010.56,97.35,8794187.26,57.78,1136912.53,126.64,7388132.72,48.54,955137.8,106.39,11668446.98,76.66,1508496.83,168.03,14552092.1,95.61,1881294.47,209.55,16147022.79,106.09,2087487.11,232.52,14509638.81,95.33,1875806.11,208.94,12062335.43,79.25,1559418.72,173.7,12529004.93,82.32,1619749.76,180.42,1641.36,1640.38,1641.36,1641.51
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,14168364733.94,7058136.66,123273274.2,7068480.99,13052549911.67,5484609.68,113565015.76,5491735.07,13631341906.22,5783158.14,118600853.39,5790677.19,14479576692,5513523.08,125981004.97,5520622.41,15017935746,5026476.06,130665051.75,5032837.66,16246085145.17,5550419.75,141350688.41,5557210.62,16163973377.1,5007826.86,140636266.76,5013417.98,15962572177.07,5184113.49,138883955.48,5190263.86,15658135234.5,4667425.49,136235171.42,4672847.9,15056362253.46,4915571.04,130999385.42,4921540.88,15705500653.28,5010081.41,136647278.98,5016222.26,15452546914.5,4958238.64,134446429.68,4964280.59,15430213717.66,4324533.42,134252117.47,4329447.94,15882302313.65,4908552.59,138185559.51,4914321.04,15414984037.68,4462329.58,134119610.12,4467240.79,14577247613.58,4219821.64,126830800.59,4224465.95,14622450805.55,4801106.85,127224095.48,4806199.89,14487223970.25,4681763.73,126047540.88,4686785.01,2.25,-33.67,2.25,-33.69
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,164840051823.53,8983014.67,177582187.83,8992506.16,156690514277.53,8538902.85,168802691.03,8547925.09,172612235260.26,9406562.45,185955161.05,9416501.46,140712584224.4,7668180.12,151589666.98,7676282.35,138210347563.96,7531819.88,148894007.43,7539778.03,156854670084.42,8547848.58,168979536.08,8556880.27,163122617151.33,8889422.48,175731995.46,8898815.08,147155810320.07,8019305.92,158530954.46,8027779.15,75385413471.51,4108153.74,81212705.93,4112494.43,180249523909.04,9822759.09,194182812.11,9833137.86,177354752086.9,9665007.52,191064274.42,9675219.6,190288200910.23,10369820.21,204997478.84,10380777,181809058825.62,9907746.48,195862899.07,9918215.04,193033693881.09,10519436.78,207955198.42,10530551.66,188512555543.6,10273055.81,203084576.09,10283910.36,179289161755.73,9770423.83,193148213.96,9780747.3,177712778152.27,9684518.27,191449975.9,9694750.97,182956559804.02,9970279.93,197099101.88,9980814.57,10.99,10.99,10.99,10.99
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,1998982583.67,332170.31,6314357.94,332763.19,1977435937.02,263337.42,6246296.7,263793.45,1956570687.99,270323.7,6180387.84,270793.35,2815676055.57,372752.59,8894117.74,373370.35,2699100715.2,385530.54,8525881.2,386180.51,2684576093.92,329450.67,8480001.03,329972.15,2630897883.47,323143.06,8310443.06,323613.01,2487032107.53,255842.12,7856001.88,256192.37,2914003579,306006.48,9204713.33,306408.96,2914003579,322741.27,9204713.33,323128.19,2671762179.88,286270.18,8439524.62,286617.68,2733212560.51,270730.85,8633633.21,271031.47,2713815385.9,250268.82,8572361.69,250546.59,2987013020.16,315402.06,9435334.52,315761.02,2800861783.12,285361.97,8847322.62,285675.99,2405299009.16,245060.6,7597824.52,245330.27,2259731654.32,190067.35,7138008.42,190327.48,2269367374.32,215187.49,7168445.59,215429.44,13.53,-35.22,13.53,-35.26
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,14168364733.94,0,123273274.2,4584251.57,13052549911.67,0,113565015.76,5065091.24,13631341906.22,0,118600853.39,4740843.21,14479576692,0,125981004.97,5035850.71,15017935746,0,130665051.75,4880495.1,16246085145.17,0,141350688.41,5130933.92,16163973377.1,0,140636266.76,5437688.63,15962572177.07,0,138883955.48,5238557.78,15658135234.5,0,136235171.42,4567466.48,15056362253.46,0,130999385.42,4107844.27,15705500653.28,0,136647278.98,3937711.09,15452546914.5,0,134446429.68,3864256.48,15430213717.66,0,134252117.47,3349558.28,15882302313.65,0,138185559.51,3579615.13,15414984037.68,0,134119610.12,3412307.56,14577247613.58,0,126830800.59,3226863.68,14622450805.55,0,127224095.48,3728473.22,14487223970.25,0,126047540.88,3637294.28,2.25,0,2.25,-20.66
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,1998982583.67,0,6314357.94,96759.32,1977435937.02,0,6246296.7,214430.6,1956570687.99,0,6180387.84,208600.63,2815676055.57,0,8894117.74,312558.31,2699100715.2,0,8525881.2,279724.13,2684576093.92,0,8480001.03,270544.83,2630897883.47,0,8310443.06,300284.04,2487032107.53,0,7856001.88,236386.95,2914003579,0,9204713.33,303977.16,2914003579,0,9204713.33,286617.1,2671762179.88,0,8439524.62,232815.97,2733212560.51,0,8633633.21,238318.76,2713815385.9,0,8572361.69,202108.2,2987013020.16,0,9435334.52,237356.84,2800861783.12,0,8847322.62,217498.3,2405299009.16,0,7597824.52,186781.25,2259731654.32,0,7138008.42,148008.13,2269367374.32,0,7168445.59,158606.02,13.53,0,13.53,63.92
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,164840051823.53,0,177582187.83,7132140.36,156690514277.53,0,168802691.03,6779534.03,172612235260.26,0,185955161.05,7468419.7,140712584224.4,0,151589666.98,6088216.37,138210347563.96,0,148894007.43,5979952.01,156854670084.42,0,168979536.08,6786636.57,163122617151.33,0,175731995.46,7057832.06,147155810320.07,0,158530954.46,6366995.66,75385413471.51,0,81212705.93,3261703.36,180249523909.04,0,194182812.11,7798862.54,177354752086.9,0,191064274.42,7673614.34,190288200910.23,0,204997478.84,8233206.33,181809058825.62,0,195862899.07,7866338.99,193033693881.09,0,207955198.42,8351995.67,188512555543.6,0,203084576.09,8156379.42,179289161755.73,0,193148213.96,7757310.52,177712778152.27,0,191449975.9,7689105.07,182956559804.02,0,197099101.88,7915987.96,10.99,0,10.99,10.99
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,164840051823.53,0,177582187.83,1050592.02,156690514277.53,0,168802691.03,998651.74,172612235260.26,0,185955161.05,1100127.27,140712584224.4,0,151589666.98,896817.95,138210347563.96,0,148894007.43,880870.19,156854670084.42,0,168979536.08,999697.97,163122617151.33,0,175731995.46,1039646.12,147155810320.07,0,158530954.46,937883.23,75385413471.51,0,81212705.93,480461.59,180249523909.04,0,194182812.11,1148802.79,177354752086.9,0,191064274.42,1130353.24,190288200910.23,0,204997478.84,1212783.32,181809058825.62,0,195862899.07,1158742.33,193033693881.09,0,207955198.42,1230281.45,188512555543.6,0,203084576.09,1201466.42,179289161755.73,0,193148213.96,1142682.02,177712778152.27,0,191449975.9,1132635.09,182956559804.02,0,197099101.88,1166055.82,10.99,0,10.99,10.99
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,83099254.7,859744.89,11582374.12,878817.83,70069336.17,724937.35,9766264.08,741019.67,80602611.85,833914.62,11234392.04,852414.53,74293844.1,768644.11,10355075.99,785696.03,83007242.71,858792.93,11569549.49,877844.76,80000147.89,827681.53,11150420.61,846043.16,78294428.69,810034.16,10912677.47,828004.3,70950718.92,734056.14,9889111.2,750340.75,90850582.83,939940.13,12662754.24,960792.16,69690171.19,721014.51,9713416.06,737009.8,90872229.54,940164.09,12665771.35,961021.08,69464050.85,718675.07,9681899.41,734618.46,59934728.17,620084.7,8353702.41,633840.92,76200436.76,788369.72,10620816.88,805859.24,77211385.45,798828.99,10761722.9,816550.55,54975567.11,568777.22,7662494.54,581395.21,53523692.71,553756.12,7460132.29,566040.88,60037578.66,621148.79,8368037.71,634928.61,-27.75,-27.75,-27.75,-27.75
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,13896492.65,152808.2,2049176.81,153149.35,11605156.68,127612.28,1711296.4,127897.18,13403737.39,147389.77,1976515.12,147718.84,11453914.82,125949.19,1688994.28,126230.39,13750174.66,151199.26,2027600.76,151536.82,13594316.91,149485.42,2004617.97,149819.16,13187303.4,145009.83,1944599.76,145333.58,13085961.13,143895.45,1929655.83,144216.71,15667226.6,172279.49,2310289.23,172664.12,9572943.23,105265.71,1411626.21,105500.73,16799625.51,184731.54,2477272.78,185143.97,12296887.12,135218.66,1813298.97,135520.55,13182572.47,144957.81,1943902.14,145281.44,11734102.27,129030.18,1730310.72,129318.26,10188778.97,112037.55,1502437.35,112287.68,6613124.4,72719.04,975171.32,72881.39,7824030.96,86034.37,1153731.61,86226.45,7237296.11,79582.54,1067211.68,79760.21,-47.92,-47.92,-47.92,-47.92
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,23786850.49,268944.84,3603707.85,269542.12,20095741.03,227211.49,3044504.77,227716.1,24927485.55,281841.37,3776514.06,282467.3,21778528.04,246237.84,3299447,246784.7,24860787.33,281087.25,3766409.28,281711.5,23570677.22,266500.68,3570957.6,267092.54,22127504.6,250183.52,3352316.95,250739.15,17265578.18,195212.4,2615735.09,195645.94,12813859.04,144879.26,1941299.65,145201.01,3353572.48,37917,508066.23,38001.21,1557583.54,17610.74,235973.91,17649.85,208579.32,2358.29,31599.77,2363.53,115321.9,1303.88,17471.27,1306.78,522252.38,5904.82,79121.24,5917.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,181117.2,1.19,23414.83,2.61,375161.32,2.46,48500.86,5.4,439283.29,2.89,56790.54,6.33,357792.09,2.35,46255.36,5.15,540834.11,3.55,69919.03,7.79,360953.92,2.37,46664.12,5.2,588656.34,3.87,76101.49,8.48,1766647.76,11.61,228392.22,25.44,2529990.1,16.62,327077.12,36.43,1701834.01,11.18,220013.1,24.51,2213744.88,14.54,286192.94,31.88,1859801.31,12.22,240435.11,26.78,2937277.09,19.3,379731.18,42.3,3663171.87,24.07,473574.86,52.75,4064660.9,26.7,525479.36,58.53,3652485.18,24,472193.28,52.6,3036429.92,19.95,392549.66,43.72,3153903.79,20.72,407736.68,45.42,1641.36,1641.18,1641.36,1640.23
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,26226076079.28,13064826.64,228182597.54,13083974.3,27133407032.74,11401308.4,236076921.23,11416120.53,28048899119.83,11899871.67,244042251.68,11915343.44,26155533959.86,9959485.91,227568838.77,9972309.97,24621412737.13,8240742.52,214221063.66,8251172.16,25179409288.11,8602459.57,219075968.45,8612984.57,24932913193.56,7724568.06,216931304.53,7733192.36,24072492031.06,7817946.2,209445124.17,7827221.34,24008812375.15,7156621.22,208891072.95,7164935.47,24163732596.36,7888927.09,210238971.83,7898508.01,24309477657.3,7754764.7,211507041.31,7764269.7,24148998628.73,7748657.8,210110777.47,7758100.05,24400061835.53,6838458.93,212295178.01,6846230.35,24812310378.99,7668443.02,215881987.68,7677454.85,24252105992.55,7020499.64,211007873.4,7028226.36,20264309990.41,5866112.46,176311655.5,5872568.67,20870055433.77,6852433.12,181582004.31,6859702.21,21523292927.18,6955574.96,187265562.44,6963034.93,-17.93,-46.76,-17.93,-46.78
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,55128302373.38,3004235.58,59389720.15,3007409.87,54675650135.08,2979568.14,58902077.89,2982716.37,57951330714.44,3158077.47,62430968.58,3161414.31,100313121212.27,5466597.65,108067325.48,5472373.68,103526901941.59,5641733.72,111529531.46,5647694.8,88813852860.94,4839941.11,95679163.69,4845055.01,92718312266.9,5052715.95,99885437.81,5058054.67,85219500120.19,4644065.63,91806967.48,4648972.57,99401442985.14,5416915.43,107085174.53,5422638.97,106312157787.33,5793517.18,114530087.58,5799638.64,104250511239.56,5681167.06,112309075.76,5687169.8,101377977238.62,5524627.34,109214494.88,5530464.68,111742550505.56,6089448.28,120380249.66,6095882.42,111351353688.42,6068129.88,119958813.33,6074541.49,122055394359.6,6651450.21,131490276.34,6658478.16,110565351429.25,6025296.42,119112053.09,6031662.77,111599520100.11,6081653.79,120226163,6088079.69,117176873238.98,6385593.55,126234645.54,6392340.59,112.55,112.55,112.55,112.55
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,7457786325.72,1239258.01,23557550.06,1241469.93,7434553402.9,990068.04,23484162.23,991782.57,7495264997.04,1035560.72,23675937.16,1037359.85,6150175508.98,814189.49,19427087.49,815538.85,5864620230.3,837682.79,18525079.51,839095.03,6065635918.11,744373.69,19160045.03,745551.95,5764928667.44,708083.99,18210175.21,709113.78,4951330051.89,509345.56,15640191.4,510042.86,5463998032.24,573787.49,17259599.77,574542.17,5463998032.24,605166.61,17259599.77,605892.12,5318470946.78,569855.98,16799910.87,570547.72,4861229054.43,481515.67,15355581.64,482050.35,4671669504.48,430822.68,14756803.62,431300.84,5295511624.44,559159.02,16727387.29,559795.41,4789020634.25,487922.81,15127490.71,488459.73,3936440178.23,401058.82,12434371.61,401500.15,4156015472.29,349564.88,13127962.95,350043.31,4317865701.3,409431.58,13639213.16,409891.94,-42.1,-66.96,-42.1,-66.98
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,26226076079.28,0,228182597.54,8485589.74,27133407032.74,0,236076921.23,10529220.97,28048899119.83,0,244042251.68,9755124.17,26155533959.86,0,227568838.77,9096630.86,24621412737.13,0,214221063.66,8001411.53,25179409288.11,0,219075968.45,7952308.76,24932913193.56,0,216931304.53,8387629.42,24072492031.06,0,209445124.17,7900051.38,24008812375.15,0,208891072.95,7003352.84,24163732596.36,0,210238971.83,6592618.37,24309477657.3,0,211507041.31,6094915.53,24148998628.73,0,210110777.47,6038999.59,24400061835.53,0,212295178.01,5296714.01,24812310378.99,0,215881987.68,5592295.11,24252105992.55,0,211007873.4,5368519.64,20264309990.41,0,176311655.5,4485769.04,20870055433.77,0,181582004.31,5321504.85,21523292927.18,0,187265562.44,5403833.78,-17.93,0,-17.93,-36.32
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,7457786325.72,0,23557550.06,360988.81,7434553402.9,0,23484162.23,806193.38,7495264997.04,0,23675937.16,799110.93,6150175508.98,0,19427087.49,682709.39,5864620230.3,0,18525079.51,607786.06,6065635918.11,0,19160045.03,611279.53,5764928667.44,0,18210175.21,657994.41,4951330051.89,0,15640191.4,470613.08,5463998032.24,0,17259599.77,569982.35,5463998032.24,0,17259599.77,537430.79,5318470946.78,0,16799910.87,463448.8,4861229054.43,0,15355581.64,423868.26,4671669504.48,0,14756803.62,347917.08,5295511624.44,0,16727387.29,420796.92,4789020634.25,0,15127490.71,371886.92,3936440178.23,0,12434371.61,305680.58,4156015472.29,0,13127962.95,272211.13,4317865701.3,0,13639213.16,301775.51,-42.1,0,-42.1,-16.4
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,55128302373.38,0,59389720.15,2385238.21,54675650135.08,0,58902077.89,2365653.29,57951330714.44,0,62430968.58,2507382.28,100313121212.27,0,108067325.48,4340251.37,103526901941.59,0,111529531.46,4479302.14,88813852860.94,0,95679163.69,3842712.12,92718312266.9,0,99885437.81,4011646.5,85219500120.19,0,91806967.48,3687195.13,99401442985.14,0,107085174.53,4300805.76,106312157787.33,0,114530087.58,4599811.9,104250511239.56,0,112309075.76,4510610.56,101377977238.62,0,109214494.88,4386324.53,111742550505.56,0,120380249.66,4834768.89,111351353688.42,0,119958813.33,4817842.97,122055394359.6,0,131490276.34,5280975.07,110565351429.25,0,119112053.09,4783834.98,111599520100.11,0,120226163,4828580.39,117176873238.98,0,126234645.54,5069895.93,112.55,0,112.55,112.55
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,55128302373.38,0,59389720.15,351354.87,54675650135.08,0,58902077.89,348469.93,57951330714.44,0,62430968.58,369347.16,100313121212.27,0,108067325.48,639335.91,103526901941.59,0,111529531.46,659818.63,88813852860.94,0,95679163.69,566046.44,92718312266.9,0,99885437.81,590931.14,85219500120.19,0,91806967.48,543138.19,99401442985.14,0,107085174.53,633525.42,106312157787.33,0,114530087.58,677570.19,104250511239.56,0,112309075.76,664430.48,101377977238.62,0,109214494.88,646122.67,111742550505.56,0,120380249.66,712180.27,111351353688.42,0,119958813.33,709687.01,122055394359.6,0,131490276.34,777908.17,110565351429.25,0,119112053.09,704677.5,111599520100.11,0,120226163,711268.67,117176873238.98,0,126234645.54,746815.39,112.55,0,112.55,112.55
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,19157830.89,198206.92,2670218.47,202604.02,16153893.29,167128.18,2251529.65,170835.82,18582250.98,192251.97,2589994.14,196516.97,17127817.89,177204.4,2387275.26,181135.58,19136618.3,197987.45,2667261.86,202379.69,18443358,190814.98,2570635.24,195048.1,18050118.86,186746.53,2515825.57,190889.39,16357088.63,169230.44,2279851.01,172984.72,20944834.08,216695.25,2919290.97,221502.51,16066480.01,166223.8,2239345.98,169911.38,20949824.55,216746.88,2919986.55,221555.29,16014349.87,165684.46,2232080.09,169360.08,13817445.06,142955.29,1925875.49,146126.67,17567366.71,181751.98,2448539.57,185784.04,17800432.39,184163.27,2481024.27,188248.83,12674152.39,131126.78,1766523.36,134035.75,12339435.02,127663.79,1719870.45,130495.94,13841156.37,143200.6,1929180.38,146377.43,-27.75,-27.75,-27.75,-27.75
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,2994049.18,32923.07,441502.49,32996.58,2500372.63,27494.52,368704.95,27555.91,2887883.29,31755.66,425847.27,31826.55,2467787.03,27136.21,363899.87,27196.79,2962524.44,32576.42,436853.85,32649.15,2928944.33,32207.17,431902.13,32279.08,2841251.81,31242.89,418970.99,31312.64,2819417.26,31002.79,415751.27,31072.01,3375560.16,37118.23,497760.1,37201.1,2062524.95,22679.87,304139.93,22730.51,3619539.56,39801.07,533737.3,39889.93,2649408.43,29133.35,390681.77,29198.39,2840232.52,31231.68,418820.69,31301.41,2528154.42,27800.02,372801.65,27862.08,2195208.97,24138.89,323705.51,24192.78,1424821.37,15667.58,210104.16,15702.56,1685715.53,18536.41,248575.61,18577.8,1559301.4,17146.34,229934.58,17184.62,-47.92,-47.92,-47.92,-47.92
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,1836775.17,20767.41,278271.44,20813.53,1551754.74,17544.84,235090.84,17583.8,1924852.83,21763.25,291615.2,21811.59,1681696.34,19014.02,254777,19056.24,1919702.52,21705.02,290834.93,21753.22,1820082.68,20578.67,275742.53,20624.38,1708643.65,19318.69,258859.51,19361.6,1333214.97,15073.93,201982.07,15107.41,989461.72,11187.3,149903.45,11212.14,258956.46,2927.88,39231.9,2934.38,120273.63,1359.87,18221.45,1362.89,16106.1,182.1,2440.07,182.51,8904.94,100.68,1349.1,100.91,40327.33,455.96,6109.59,456.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,32152.17,0.21,4156.63,0.46,66599.14,0.44,8609.94,0.96,77982.16,0.51,10081.53,1.12,63515.73,0.42,8211.31,0.91,96009.6,0.63,12412.12,1.38,64077.02,0.42,8283.88,0.92,104499.06,0.69,13509.64,1.5,313617.69,2.06,40544.49,4.52,449127.25,2.95,58063.17,6.47,302111.86,1.98,39057.02,4.35,392986.97,2.58,50805.36,5.66,330154.43,2.17,42682.36,4.75,521429.38,3.43,67410.39,7.51,650291.2,4.27,84069.65,9.36,721564.07,4.74,93283.8,10.39,648394.08,4.26,83824.39,9.34,539031.12,3.54,69685.94,7.76,559885.24,3.68,72381.96,8.06,1641.36,100,1641.36,100
